,7n9c_D,7d8b_B,7l6v_D,7p5v_G,6zwk_A,7ocy_C,7cz0_E,7oan_F,7m1h_F,7kd0_C,7tpr_D,7z1b_E,7nft_C,7rby_B,7d4b_B,7e6u_B,7p5w_G,7vfa_D,7s7r_B,7fau_B,7nfr_B,7lzp_C,7r63_A,7l6v_B,7php_N,7anq_B,7m1h_E,7z1c_E,7olz_B,7d6y_B,7r4i_D,7fat_B,7sl9_B,7nqa_C,7te8_A,7o06_A,7p6k_G,7omn_A,7te8_C,7p60_G,7ar0_B,7l6v_C,7qbg_E,7qbe_E,7t5f_B,7lzp_B,7na9_D,7s2r_B,7b2p_D,7r74_B,7p5y_G,7qiv_C,7r98_D,7r20_B,7czd_A,7tpr_F,7e53_B,7f5g_B,7zfb_M,7ndf_C,7t5f_C,7ngh_D,7rnn_C,7z1a_E,7apj_B,7lzp_G,7nfq_C,7ooi_A,7nqk_B,7djx_A,7pqg_B,7djy_A,7vfb_B,7r4r_D,7r4q_D
6nbf_N,66,63,56,64,65,57,67,60,61,65,68,68,71,66,63,67,66,61,71,64,67,56,63,65,60,64,56,68,65,63,57,67,67,58,62,66,66,60,63,60,67,56,67,59,71,56,65,61,71,62,68,63,58,77,71,63,60,60,65,61,63,64,66,67,60,52,75,60,62,66,63,67,65,64,61
7evw_N,66,63,56,64,65,57,67,60,61,65,68,68,71,66,63,67,66,61,71,64,67,56,63,65,60,64,56,68,65,63,57,67,67,58,62,66,66,60,63,60,67,56,67,59,71,56,65,61,71,62,68,63,58,77,71,63,60,60,65,61,63,64,66,67,60,52,75,60,62,66,63,67,65,64,61
6li3_N,66,63,56,64,65,57,67,60,61,65,68,68,71,66,63,67,66,61,71,64,67,56,63,65,60,64,56,68,65,63,57,67,67,58,62,66,66,60,63,60,67,56,67,59,71,56,65,61,71,62,68,63,58,77,71,63,60,60,65,61,63,64,66,67,60,52,75,60,62,66,63,67,65,64,61
7bu7_B,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
7bu6_B,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
7bts_B,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
6n48_B,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
6h7o_C,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
6h7n_C,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
6h7m_C,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
6h7l_C,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
4qkx_B,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
4ldo_B,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
4ldl_B,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
4lde_B,71,58,69,74,71,72,74,64,72,68,64,70,71,67,74,66,79,65,74,63,66,69,71,69,73,64,66,70,74,58,68,67,79,65,67,75,76,63,68,69,69,62,66,66,66,61,69,62,67,76,80,74,63,78,69,66,63,69,65,70,73,74,72,70,72,60,71,62,59,74,69,70,66,72,72
7a29_D,69,60,66,88,71,69,89,65,67,72,65,70,69,65,70,67,81,65,76,64,68,67,63,69,69,62,63,70,72,60,68,67,75,65,70,70,89,62,68,70,70,60,68,66,71,59,67,64,68,71,83,72,61,71,74,67,64,66,65,72,70,89,76,70,70,61,75,62,63,73,69,73,67,72,72
7a25_D,69,60,66,88,71,69,89,65,67,72,65,70,69,65,70,67,81,65,76,64,68,67,63,69,69,62,63,70,72,60,68,67,75,65,70,70,89,62,68,70,70,60,68,66,71,59,67,64,68,71,83,72,61,71,74,67,64,66,65,72,70,89,76,70,70,61,75,62,63,73,69,73,67,72,72
4lhj_B,67,59,67,74,72,68,74,65,69,67,65,69,68,67,74,67,74,64,70,65,68,67,62,69,71,63,63,69,70,58,70,66,73,66,64,71,74,61,64,72,68,64,66,66,67,59,69,61,65,72,76,72,64,73,66,66,63,70,66,70,71,74,73,70,73,58,69,63,61,70,69,70,68,73,70
5jds_B,66,60,58,64,66,56,65,63,62,64,61,66,67,67,64,67,65,66,70,66,59,59,64,63,63,62,62,65,69,59,65,68,69,59,63,65,64,58,64,69,68,52,63,66,61,58,66,63,58,63,66,66,60,63,65,66,63,61,65,64,65,65,64,65,62,55,62,58,58,69,67,65,69,70,68
7aqz_C,71,56,60,67,73,61,67,60,64,69,62,71,74,69,67,67,68,66,76,68,65,61,67,66,67,67,63,71,75,56,59,66,71,62,66,67,66,59,65,64,73,61,67,65,63,64,69,64,64,68,69,72,65,66,66,66,66,63,65,66,65,68,66,70,62,53,65,59,63,74,70,67,66,68,69
6ukt_E,67,59,61,70,67,64,70,63,69,67,59,67,69,65,67,65,69,65,70,63,61,63,61,64,70,63,64,67,65,59,63,64,71,61,68,70,70,61,67,68,67,61,64,64,65,57,69,59,65,67,68,69,63,68,63,61,63,65,66,63,65,70,67,67,68,57,65,61,59,68,65,68,63,66,66
6tyl_E,67,59,61,70,67,64,70,63,69,67,59,67,69,65,67,65,69,65,70,63,61,63,61,64,70,63,64,67,65,59,63,64,71,61,68,70,70,61,67,68,67,61,64,64,65,57,69,59,65,67,68,69,63,68,63,61,63,65,66,63,65,70,67,67,68,57,65,61,59,68,65,68,63,66,66
4u3x_A,64,68,59,69,64,60,69,59,65,64,65,65,67,67,70,64,67,61,67,59,71,61,60,64,68,62,61,66,69,68,63,63,69,60,70,66,69,74,71,64,65,56,67,65,69,60,63,59,72,66,69,67,59,68,76,67,58,64,61,61,64,68,68,64,64,56,74,74,59,67,63,63,61,65,66
4pgj_A,64,68,59,69,64,60,69,59,65,64,65,65,67,67,70,64,67,61,67,59,71,61,60,64,68,62,61,66,69,68,63,63,69,60,70,66,69,74,71,64,65,56,67,65,69,60,63,59,72,66,69,67,59,68,76,67,58,64,61,61,64,68,68,64,64,56,74,74,59,67,63,63,61,65,66
3jbd_7,64,53,61,66,66,60,66,63,62,67,62,69,68,64,65,68,65,67,72,69,66,58,62,64,63,61,63,68,68,54,60,70,65,58,63,64,66,56,63,66,68,54,63,63,65,58,64,63,65,65,67,67,61,65,68,69,66,63,64,66,67,66,68,69,62,54,66,57,58,67,64,63,68,68,69
4lgs_B,71,57,61,67,70,61,67,62,68,65,66,72,68,66,71,67,68,64,72,68,64,60,64,63,65,65,60,73,75,57,65,70,72,64,62,66,67,62,61,66,70,60,64,66,64,66,70,64,65,67,70,73,64,67,67,64,67,61,65,66,64,67,70,73,65,55,67,61,65,73,69,70,68,68,68
5vxj_B,65,56,63,72,66,63,70,61,65,68,63,68,70,63,67,64,70,60,69,65,64,66,60,71,65,61,62,67,69,56,63,64,70,63,64,69,69,61,63,62,63,61,62,61,66,55,67,59,64,66,70,69,60,67,66,65,58,66,64,67,67,69,73,67,66,58,69,60,56,66,63,65,66,68,65
6f0d_A,72,56,60,65,74,60,65,59,63,65,66,73,69,64,70,67,66,64,73,64,65,60,61,63,65,69,63,73,74,59,61,70,72,60,63,64,65,60,63,66,71,58,68,69,62,64,70,64,62,65,68,70,65,65,63,64,63,61,65,63,63,65,67,73,62,54,67,61,62,75,75,70,65,64,63
6ezw_B,72,56,60,65,74,60,65,59,63,65,66,73,69,64,70,67,66,64,73,64,65,60,61,63,65,69,63,73,74,59,61,70,72,60,63,64,65,60,63,66,71,58,68,69,62,64,70,64,62,65,68,70,65,65,63,64,63,61,65,63,63,65,67,73,62,54,67,61,62,75,75,70,65,64,63
6x07_B,64,56,64,72,67,66,72,63,66,67,64,68,66,63,69,65,73,62,69,61,68,65,59,71,69,62,61,68,67,57,65,65,72,64,62,70,72,62,63,64,67,62,65,67,66,60,68,59,64,70,73,72,62,69,67,62,60,65,59,69,70,70,72,68,72,62,69,62,63,68,67,70,65,71,66
6xym_A,64,54,53,61,63,55,60,57,60,61,60,65,65,64,61,64,62,62,70,62,56,53,59,61,62,63,55,65,66,52,59,62,66,54,58,64,61,55,57,58,69,53,62,64,58,57,64,59,59,61,63,63,58,63,60,60,60,55,61,57,58,61,61,66,61,50,63,55,61,67,64,66,62,60,61
5m2m_D,69,60,60,65,69,60,63,61,64,66,60,70,70,67,67,66,65,62,74,61,63,60,65,64,67,67,62,70,73,61,64,67,71,59,64,68,63,63,63,65,69,57,67,66,61,61,71,62,61,65,65,70,64,63,64,64,62,64,65,61,64,64,65,70,60,53,64,62,65,70,70,67,66,67,66
7qic_C,66,57,64,68,66,68,69,61,71,68,62,67,70,65,72,65,69,59,69,60,63,68,64,71,73,61,63,67,69,57,61,63,69,63,65,73,68,60,65,63,65,61,70,65,68,56,67,59,65,74,70,70,57,74,65,67,59,65,64,69,67,68,71,67,70,63,67,62,61,69,63,66,59,67,67
7qia_C,66,57,64,68,66,68,69,61,71,68,62,67,70,65,72,65,69,59,69,60,63,68,64,71,73,61,63,67,69,57,61,63,69,63,65,73,68,60,65,63,65,61,70,65,68,56,67,59,65,74,70,70,57,74,65,67,59,65,64,69,67,68,71,67,70,63,67,62,61,69,63,66,59,67,67
7nk1_F,66,54,71,69,70,66,70,63,70,67,61,66,71,65,72,65,69,60,70,64,67,68,61,67,72,66,65,66,69,53,61,66,72,63,65,74,70,61,65,63,67,67,65,62,68,60,63,58,64,70,69,70,62,71,67,65,63,66,62,69,70,70,73,66,69,60,70,61,62,69,66,67,63,70,68
6apq_A,67,59,64,74,70,68,73,64,71,71,67,68,71,69,72,65,72,64,76,64,68,65,63,72,72,65,62,68,73,59,65,69,75,62,68,75,74,66,68,65,71,58,69,64,67,60,69,62,65,73,72,75,66,74,69,66,63,68,63,71,69,73,72,68,68,59,71,66,61,72,67,71,66,70,69
4w2o_A,67,59,64,74,70,68,73,64,71,71,67,68,71,69,72,65,72,64,76,64,68,65,63,72,72,65,62,68,73,59,65,69,75,62,68,75,74,66,68,65,71,58,69,64,67,60,69,62,65,73,72,75,66,74,69,66,63,68,63,71,69,73,72,68,68,59,71,66,61,72,67,71,66,70,69
6qgw_B,71,59,61,70,74,66,71,62,67,66,62,70,75,67,67,67,70,63,76,62,65,62,65,66,71,69,65,70,74,59,63,67,71,61,64,67,71,63,65,64,71,60,70,68,64,64,72,64,66,69,68,74,62,67,66,66,62,65,65,70,68,70,69,70,65,57,66,64,65,74,71,69,63,67,66
7s2s_A,69,59,58,64,67,60,64,64,65,64,70,70,65,66,68,73,65,73,71,74,64,58,59,64,64,66,61,69,73,57,67,76,69,56,62,67,64,58,64,69,72,56,65,66,62,58,66,71,62,65,67,69,63,66,66,66,68,60,66,63,66,65,66,69,63,51,66,60,61,70,68,68,75,70,68
6c5w_C,74,58,68,77,74,66,75,66,72,72,69,71,74,68,73,70,74,69,78,67,68,67,68,70,71,67,67,71,74,58,66,69,80,64,71,77,77,63,70,69,73,63,69,67,70,59,68,64,68,77,73,75,66,77,70,71,65,68,65,72,73,75,76,71,70,57,71,62,63,76,70,73,70,73,71
5m7q_A,69,56,60,71,69,62,69,67,64,64,65,70,69,66,65,68,68,67,74,65,64,60,61,63,66,65,61,69,69,53,64,68,72,62,66,67,67,58,66,69,70,56,63,67,63,60,67,65,60,66,68,70,65,65,62,69,66,64,62,68,66,68,67,69,64,57,65,58,58,69,67,67,70,72,69
7now_A,73,70,60,68,73,63,70,64,66,66,68,78,73,74,69,68,70,63,76,67,64,60,61,65,66,69,60,77,77,59,64,70,71,60,65,67,70,59,65,67,75,59,68,70,66,64,76,65,70,64,69,71,66,65,66,66,67,62,67,61,66,66,67,77,64,54,67,60,66,77,73,70,69,66,66
7b2m_D,69,58,68,75,70,72,75,64,69,69,65,65,68,65,72,67,72,63,73,63,66,68,67,68,69,65,63,65,71,59,65,65,71,63,66,70,74,63,68,64,68,62,65,64,68,56,67,63,65,78,72,73,63,77,70,66,61,68,65,70,68,74,74,68,70,59,71,63,62,71,65,69,63,71,70
5e7f_A,67,57,61,71,70,63,71,65,63,65,69,70,65,71,71,70,70,64,71,63,65,58,61,64,65,66,61,70,71,57,68,69,70,61,64,70,70,62,68,71,68,62,68,66,65,62,68,66,63,68,72,71,59,65,67,69,63,62,66,63,67,71,70,68,62,55,67,62,61,71,69,68,68,71,66
5e7b_A,67,57,61,71,70,63,71,65,63,65,69,70,65,71,71,70,70,64,71,63,65,58,61,64,65,66,61,70,71,57,68,69,70,61,64,70,70,62,68,71,68,62,68,66,65,62,68,66,63,68,72,71,59,65,67,69,63,62,66,63,67,71,70,68,62,55,67,62,61,71,69,68,68,71,66
6b20_E,69,59,71,79,74,75,79,66,75,73,65,72,72,66,77,68,76,64,75,65,70,72,65,71,75,64,68,72,74,59,69,68,77,67,68,79,78,62,67,71,70,67,67,65,70,62,70,63,67,78,76,78,64,81,70,69,63,72,65,81,74,79,78,73,78,66,74,62,63,74,67,72,66,74,74
6itc_V,68,56,67,74,69,71,74,67,69,69,63,67,70,67,73,65,72,61,71,60,67,69,65,71,69,67,67,69,70,58,64,63,72,65,64,72,73,63,67,67,65,65,67,64,68,57,66,61,67,76,72,71,62,74,69,67,61,69,66,69,72,74,75,67,68,63,73,63,63,70,66,70,63,69,69
6yu8_B,70,59,67,70,75,64,70,69,69,69,68,74,76,69,69,71,73,69,78,69,65,65,66,68,71,69,61,74,77,57,68,69,73,61,67,67,70,60,67,71,74,59,69,67,65,64,72,66,67,68,73,75,64,68,65,72,66,64,68,70,66,69,71,74,68,56,69,62,65,75,70,73,68,73,71
4b5e_A,73,58,62,69,76,66,67,63,65,64,62,73,69,66,70,67,69,65,74,64,64,63,64,65,71,68,62,73,78,59,63,68,72,64,66,67,68,60,65,70,73,63,67,65,64,64,72,62,66,70,71,76,67,67,65,64,64,67,63,66,65,68,70,73,62,54,65,59,64,72,72,70,66,67,66
5mp2_C,71,56,59,66,67,60,65,66,67,65,65,69,64,65,67,71,67,66,71,70,62,56,63,61,64,65,60,68,70,56,66,70,71,58,63,66,65,60,65,70,68,58,65,68,62,59,67,70,61,65,65,70,59,63,65,67,66,60,65,60,66,66,63,68,61,55,65,60,60,72,67,66,71,73,69
5c3l_D,65,59,61,72,67,64,73,62,66,72,65,65,72,67,67,67,70,63,70,63,74,61,62,69,67,65,61,65,69,59,58,65,69,59,68,68,74,62,68,61,65,59,66,63,78,55,65,60,76,67,69,67,60,73,79,70,60,67,64,67,66,73,77,65,68,60,80,61,58,70,64,66,61,66,68
5m15_C,68,56,60,70,67,60,69,65,64,65,65,69,66,66,69,68,70,69,70,66,59,59,64,62,68,63,58,70,73,56,69,67,72,60,66,64,68,59,66,88,67,54,67,66,62,63,67,66,60,67,70,72,59,64,60,69,64,64,66,67,66,70,65,69,62,52,62,59,61,71,72,67,72,70,71
6sge_B,64,59,56,65,65,56,66,60,63,64,64,69,69,66,66,66,65,62,70,62,63,56,60,65,67,62,60,69,69,58,64,64,71,58,80,66,67,62,77,66,69,54,67,64,62,56,67,61,60,63,69,69,61,66,64,66,60,65,63,60,63,65,64,69,61,53,65,61,58,66,65,64,64,66,65
6qtl_B,71,58,63,71,71,63,71,65,67,72,61,73,71,65,68,66,70,65,78,63,66,65,66,67,67,69,67,73,74,58,64,65,72,61,66,67,71,62,66,67,72,62,66,70,66,62,68,61,65,69,70,74,65,64,66,66,62,63,68,66,69,71,71,73,70,61,68,64,63,74,74,72,66,68,69
6xxn_H,66,55,58,65,67,58,64,63,62,66,64,64,65,63,67,69,65,70,69,67,63,57,59,62,62,62,60,65,69,56,66,69,69,57,63,65,64,58,61,70,67,58,62,65,63,58,64,66,61,62,66,67,60,62,63,66,67,58,61,60,66,63,64,65,61,54,66,58,61,69,67,66,71,68,68
6xxn_G,66,54,57,65,66,57,63,62,61,65,64,63,65,62,66,68,65,70,68,66,62,57,58,61,61,61,59,64,69,55,65,68,69,57,62,64,63,57,60,69,66,57,61,65,62,57,64,65,61,62,65,67,59,61,62,65,67,58,61,59,66,62,63,64,60,54,65,57,60,69,66,65,70,67,67
6gkd_B,66,56,63,69,67,67,68,60,71,64,67,65,68,67,73,66,70,65,69,64,65,64,61,64,67,62,63,65,68,56,62,66,71,65,64,70,67,58,63,68,66,58,64,63,60,58,67,60,63,71,69,71,61,69,61,65,59,66,62,69,68,67,67,67,66,55,65,59,58,70,66,66,64,69,65
6gk4_B,66,56,63,69,67,67,68,60,71,64,67,65,68,67,73,66,70,65,69,64,65,64,61,64,67,62,63,65,68,56,62,66,71,65,64,70,67,58,63,68,66,58,64,63,60,58,67,60,63,71,69,71,61,69,61,65,59,66,62,69,68,67,67,67,66,55,65,59,58,70,66,66,64,69,65
6gjs_B,66,56,63,69,67,67,68,60,71,64,67,65,68,67,73,66,70,65,69,64,65,64,61,64,67,62,63,65,68,56,62,66,71,65,64,70,67,58,63,68,66,58,64,63,60,58,67,60,63,71,69,71,61,69,61,65,59,66,62,69,68,67,67,67,66,55,65,59,58,70,66,66,64,69,65
4x7e_C,66,61,69,71,69,66,73,63,72,68,66,71,73,69,77,64,72,62,73,62,67,69,66,68,76,63,64,71,69,62,61,66,74,63,65,75,73,66,66,67,68,64,69,65,70,59,66,62,72,72,73,72,60,76,69,67,61,66,63,72,73,72,74,69,70,61,73,65,63,76,66,68,62,72,71
4x7d_C,66,61,69,71,69,66,73,63,72,68,66,71,73,69,77,64,72,62,73,62,67,69,66,68,76,63,64,71,69,62,61,66,74,63,65,75,73,66,66,67,68,64,69,65,70,59,66,62,72,72,73,72,60,76,69,67,61,66,63,72,73,72,74,69,70,61,73,65,63,76,66,68,62,72,71
4x7c_C,66,61,69,71,69,66,73,63,72,68,66,71,73,69,77,64,72,62,73,62,67,69,66,68,76,63,64,71,69,62,61,66,74,63,65,75,73,66,66,67,68,64,69,65,70,59,66,62,72,72,73,72,60,76,69,67,61,66,63,72,73,72,74,69,70,61,73,65,63,76,66,68,62,72,71
6u14_A,67,55,60,66,66,59,67,63,62,62,65,68,66,64,66,68,67,67,72,67,63,56,57,62,63,65,59,66,68,55,65,68,68,58,65,66,65,61,62,66,67,60,65,64,64,58,64,66,62,66,66,69,65,66,63,67,69,63,66,62,67,66,66,67,63,50,65,60,57,69,65,67,67,70,69
6u12_B,67,55,60,66,66,59,67,63,62,62,65,68,66,64,66,68,67,67,72,67,63,56,57,62,63,65,59,66,68,55,65,68,68,58,65,66,65,61,62,66,67,60,65,64,64,58,64,66,62,66,66,69,65,66,63,67,69,63,66,62,67,66,66,67,63,50,65,60,57,69,65,67,67,70,69
7f1g_D,65,58,61,74,66,65,75,63,67,72,65,66,69,64,66,66,70,65,69,63,76,60,60,68,67,63,61,66,67,58,61,67,70,59,66,70,76,70,66,61,67,58,66,61,77,53,63,59,74,68,70,65,61,70,79,69,61,68,65,69,67,75,78,65,68,60,79,60,59,68,61,68,63,67,65
7n4n_D,65,58,61,74,66,65,75,63,67,72,65,66,69,64,66,66,70,65,69,63,76,60,60,68,67,63,61,66,67,58,61,67,70,59,66,70,76,70,66,61,67,58,66,61,77,53,63,59,74,68,70,65,61,70,79,69,61,68,65,69,67,75,78,65,68,60,79,60,59,68,61,68,63,67,65
7d5u_D,65,58,61,74,66,65,75,63,67,72,65,66,69,64,66,66,70,65,69,63,76,60,60,68,67,63,61,66,67,58,61,67,70,59,66,70,76,70,66,61,67,58,66,61,77,53,63,59,74,68,70,65,61,70,79,69,61,68,65,69,67,75,78,65,68,60,79,60,59,68,61,68,63,67,65
7d5b_D,65,58,61,74,66,65,75,63,67,72,65,66,69,64,66,66,70,65,69,63,76,60,60,68,67,63,61,66,67,58,61,67,70,59,66,70,76,70,66,61,67,58,66,61,77,53,63,59,74,68,70,65,61,70,79,69,61,68,65,69,67,75,78,65,68,60,79,60,59,68,61,68,63,67,65
4bfb_D,65,58,61,74,66,65,75,63,67,72,65,66,69,64,66,66,70,65,69,63,76,60,60,68,67,63,61,66,67,58,61,67,70,59,66,70,76,70,66,61,67,58,66,61,77,53,63,59,74,68,70,65,61,70,79,69,61,68,65,69,67,75,78,65,68,60,79,60,59,68,61,68,63,67,65
4bel_D,65,58,61,74,66,65,75,63,67,72,65,66,69,64,66,66,70,65,69,63,76,60,60,68,67,63,61,66,67,58,61,67,70,59,66,70,76,70,66,61,67,58,66,61,77,53,63,59,74,68,70,65,61,70,79,69,61,68,65,69,67,75,78,65,68,60,79,60,59,68,61,68,63,67,65
3zlq_C,65,58,61,74,66,65,75,63,67,72,65,66,69,64,66,66,70,65,69,63,76,60,60,68,67,63,61,66,67,58,61,67,70,59,66,70,76,70,66,61,67,58,66,61,77,53,63,59,74,68,70,65,61,70,79,69,61,68,65,69,67,75,78,65,68,60,79,60,59,68,61,68,63,67,65
3zkx_B,65,58,61,74,66,65,75,63,67,72,65,66,69,64,66,66,70,65,69,63,76,60,60,68,67,63,61,66,67,58,61,67,70,59,66,70,76,70,66,61,67,58,66,61,77,53,63,59,74,68,70,65,61,70,79,69,61,68,65,69,67,75,78,65,68,60,79,60,59,68,61,68,63,67,65
3zks_D,65,58,61,74,66,65,75,63,67,72,65,66,69,64,66,66,70,65,69,63,76,60,60,68,67,63,61,66,67,58,61,67,70,59,66,70,76,70,66,61,67,58,66,61,77,53,63,59,74,68,70,65,61,70,79,69,61,68,65,69,67,75,78,65,68,60,79,60,59,68,61,68,63,67,65
3zkq_D,65,58,61,74,66,65,75,63,67,72,65,66,69,64,66,66,70,65,69,63,76,60,60,68,67,63,61,66,67,58,61,67,70,59,66,70,76,70,66,61,67,58,66,61,77,53,63,59,74,68,70,65,61,70,79,69,61,68,65,69,67,75,78,65,68,60,79,60,59,68,61,68,63,67,65
6i8g_B,71,56,60,69,70,61,67,66,63,68,61,67,72,68,66,68,68,68,74,65,63,60,64,64,64,70,62,70,70,55,60,69,73,55,66,66,67,59,67,66,73,57,67,67,62,58,68,65,65,66,69,69,65,65,65,65,63,62,69,63,65,66,65,67,65,56,66,59,63,71,71,70,65,68,69
5fuc_E,70,56,59,66,71,61,65,64,65,65,66,68,65,67,68,70,65,71,69,66,60,58,60,60,68,67,60,68,71,56,66,71,69,59,64,65,66,61,63,73,68,56,66,66,60,57,67,67,60,68,66,72,61,62,62,69,64,61,65,65,66,65,63,68,62,54,58,60,61,69,70,66,74,75,72
6oya_N,65,62,55,62,63,55,64,59,60,65,66,67,69,65,61,66,63,59,69,62,66,54,62,64,59,63,55,67,64,62,56,65,65,58,60,64,63,59,61,58,66,55,65,58,69,56,64,60,69,61,66,62,60,62,70,62,58,57,64,59,62,62,64,66,59,52,73,59,61,63,62,65,63,62,59
7b2q_D,73,60,62,73,77,66,71,65,67,70,66,73,73,67,69,70,73,67,76,66,63,65,65,65,69,71,64,73,75,60,65,67,74,65,68,67,71,62,68,69,73,58,70,69,66,62,71,67,66,69,73,72,67,68,66,68,65,63,69,65,64,70,69,73,67,57,67,60,66,76,71,74,67,69,68
6x06_K,71,54,59,67,70,63,66,62,64,69,61,74,70,66,66,64,69,62,74,65,61,63,63,64,66,69,63,74,73,54,62,65,70,61,63,64,68,58,66,67,71,60,65,66,60,64,73,62,61,67,70,74,67,63,64,65,60,60,63,63,63,69,64,74,64,56,63,58,63,72,70,69,66,67,64
5boz_G,73,58,62,68,71,66,66,64,69,66,65,74,68,66,70,68,70,66,73,67,62,62,67,66,67,68,63,74,73,56,64,67,72,62,66,67,68,57,63,69,71,60,66,67,63,64,70,64,59,67,68,73,63,64,64,65,64,62,67,62,65,68,67,74,64,54,67,59,66,73,73,69,67,70,67
7whk_D,64,65,59,66,64,58,67,57,63,63,65,66,66,64,65,60,65,60,65,57,70,62,57,64,66,61,58,66,65,65,59,61,64,58,71,63,68,69,69,62,64,54,66,61,73,60,65,57,74,66,67,67,55,64,74,66,57,63,62,63,64,68,69,66,61,57,72,70,56,66,61,64,59,63,66
7whj_F,64,65,59,66,64,58,67,57,63,63,65,66,66,64,65,60,65,60,65,57,70,62,57,64,66,61,58,66,65,65,59,61,64,58,71,63,68,69,69,62,64,54,66,61,73,60,65,57,74,66,67,67,55,64,74,66,57,63,62,63,64,68,69,66,61,57,72,70,56,66,61,64,59,63,66
7whi_G,64,65,59,66,64,58,67,57,63,63,65,66,66,64,65,60,65,60,65,57,70,62,57,64,66,61,58,66,65,65,59,61,64,58,71,63,68,69,69,62,64,54,66,61,73,60,65,57,74,66,67,67,55,64,74,66,57,63,62,63,64,68,69,66,61,57,72,70,56,66,61,64,59,63,66
7nk6_F,61,55,64,69,66,61,67,60,72,65,62,65,67,65,72,61,68,62,68,61,65,67,60,67,70,62,64,65,66,54,61,63,71,62,64,70,68,59,64,62,64,58,65,61,65,57,60,59,64,67,68,70,61,68,64,62,62,66,63,66,70,69,70,63,70,58,68,61,61,66,63,72,62,68,64
6hhu_G,69,58,70,74,73,71,74,64,73,67,64,71,70,67,78,65,77,62,75,63,65,71,62,68,74,67,66,71,74,59,66,68,75,66,65,78,73,64,66,69,71,66,66,65,68,62,72,64,66,75,77,76,61,76,66,68,60,70,65,73,71,74,74,71,73,61,70,62,61,74,68,70,65,71,70
3jbc_7,69,56,58,64,67,59,64,63,63,66,67,70,69,66,67,70,66,69,74,70,61,58,62,62,64,63,59,70,69,56,67,73,66,60,64,65,65,59,67,70,72,55,63,64,61,57,70,69,59,63,65,70,62,64,65,70,66,63,66,63,65,66,65,70,59,55,62,59,59,70,67,64,73,70,69
