,model,Number of residues in common,global rmsd,TM-score,MaxSub-score,GDT-TS-score,GDT-TS-score %(d<1),GDT-TS-score %(d<2),GDT-TS-score %(d<4),GDT-TS-score %(d<8),GDT-HA-score,GDT-HA-score %(d<0.5),GDT-HA-score %(d<1),GDT-HA-score %(d<2),GDT-HA-score %(d<4),TM-score Superposition Length(d<5.0),CDR3 length,resolution
7ngh_D,AF2m,115,0.901,0.9569,0.947,0.9522,0.8348,0.9739,1.0,1.0,0.8391,0.5478,0.8348,0.9739,1.0,115,6,3.5
7ngh_D,OF,115,0.769,0.9669,0.9589,0.9717,0.9043,0.9826,1.0,1.0,0.8435,0.487,0.9043,0.9826,1.0,115,6,3.5
7ngh_D,NN,115,1.066,0.9415,0.9278,0.9196,0.7478,0.9304,1.0,1.0,0.7696,0.4,0.7478,0.9304,1.0,115,6,3.5
7ngh_D,AF2,115,0.828,0.9624,0.9534,0.9565,0.8435,0.9826,1.0,1.0,0.8239,0.4696,0.8435,0.9826,1.0,115,6,3.5
7ngh_D,AF2r10em,115,0.97,0.9485,0.9364,0.9348,0.7652,0.9739,1.0,1.0,0.7587,0.2957,0.7652,0.9739,1.0,115,6,3.5
7ngh_D,OFr20em,115,1.059,0.9394,0.9254,0.9217,0.713,0.9739,1.0,1.0,0.737,0.2609,0.713,0.9739,1.0,115,6,3.5
7ngh_D,IFem,115,1.142,0.9315,0.9161,0.9087,0.687,0.9478,1.0,1.0,0.7413,0.3304,0.687,0.9478,1.0,115,6,3.5
7ngh_D,AF2em,115,1.04,0.9411,0.9273,0.9217,0.713,0.9739,1.0,1.0,0.737,0.2609,0.713,0.9739,1.0,115,6,3.5
7e6u_B,OF,123,1.825,0.8741,0.8318,0.8191,0.4715,0.8293,0.9756,1.0,0.6199,0.2033,0.4715,0.8293,0.9756,118,16,6.0
7e6u_B,NN,123,1.768,0.871,0.8269,0.7886,0.3577,0.8049,0.9919,1.0,0.5915,0.2114,0.3577,0.8049,0.9919,121,16,6.0
7e6u_B,IF,123,1.841,0.872,0.8248,0.8028,0.4146,0.8293,0.9675,1.0,0.5935,0.1626,0.4146,0.8293,0.9675,119,16,6.0
7e6u_B,OFr4,123,1.742,0.8788,0.837,0.8191,0.4553,0.8374,0.9837,1.0,0.6179,0.1951,0.4553,0.8374,0.9837,121,16,6.0
7e6u_B,ESM,123,1.666,0.8839,0.8414,0.813,0.4228,0.8455,0.9837,1.0,0.6037,0.1626,0.4228,0.8455,0.9837,122,16,6.0
7e6u_B,NNem,123,2.205,0.8197,0.7557,0.7297,0.3089,0.6504,0.9593,1.0,0.5041,0.0976,0.3089,0.6504,0.9593,119,16,6.0
7e6u_B,OFr20,123,1.833,0.874,0.8319,0.8232,0.4878,0.8293,0.9756,1.0,0.626,0.2114,0.4878,0.8293,0.9756,118,16,6.0
7e6u_B,AF2r10em,123,1.61,0.878,0.8417,0.7927,0.3577,0.813,1.0,1.0,0.5732,0.122,0.3577,0.813,1.0,123,16,6.0
7e6u_B,AF2,123,1.439,0.8988,0.8688,0.8293,0.4309,0.8862,1.0,1.0,0.622,0.1707,0.4309,0.8862,1.0,123,16,6.0
7e6u_B,YS,123,2.544,0.805,0.7314,0.7256,0.3008,0.6992,0.9024,1.0,0.5041,0.1138,0.3008,0.6992,0.9024,113,16,6.0
7e6u_B,OFr4em,123,1.884,0.8549,0.7988,0.7805,0.374,0.7561,0.9919,1.0,0.563,0.1301,0.374,0.7561,0.9919,122,16,6.0
7e6u_B,AF2em,123,1.634,0.8738,0.8379,0.7866,0.3415,0.8049,1.0,1.0,0.5711,0.1382,0.3415,0.8049,1.0,123,16,6.0
7e6u_B,AF2r10,123,1.412,0.9023,0.8733,0.8354,0.4553,0.8862,1.0,1.0,0.6301,0.1789,0.4553,0.8862,1.0,123,16,6.0
7e6u_B,OFem,123,2.005,0.8498,0.7945,0.7683,0.3577,0.748,0.9675,1.0,0.5488,0.122,0.3577,0.748,0.9675,119,16,6.0
7e6u_B,IFem,123,2.012,0.8568,0.8101,0.7764,0.3577,0.7805,0.9675,1.0,0.5589,0.1301,0.3577,0.7805,0.9675,119,16,6.0
7e6u_B,OFr20em,123,2.088,0.8405,0.785,0.7561,0.3333,0.7317,0.9593,1.0,0.5366,0.122,0.3333,0.7317,0.9593,119,16,6.0
7ndf_C,OFem,113,1.51,0.9473,0.9319,0.9602,0.9027,0.9558,0.9823,1.0,0.8518,0.5664,0.9027,0.9558,0.9823,109,6,2.1
7ndf_C,OFr20,113,1.276,0.9624,0.9483,0.9712,0.9292,0.9646,0.9912,1.0,0.9181,0.7876,0.9292,0.9646,0.9912,110,6,2.1
7ndf_C,OFr4em,113,1.642,0.9386,0.9228,0.9403,0.8407,0.9469,0.9735,1.0,0.8341,0.5752,0.8407,0.9469,0.9735,109,6,2.1
7ndf_C,OF,113,1.276,0.9624,0.9483,0.9712,0.9292,0.9646,0.9912,1.0,0.9181,0.7876,0.9292,0.9646,0.9912,110,6,2.1
7ndf_C,OFr20em,113,1.585,0.9421,0.9268,0.9469,0.8673,0.9469,0.9735,1.0,0.8407,0.5752,0.8673,0.9469,0.9735,109,6,2.1
7ndf_C,IFem,113,2.001,0.9164,0.8881,0.9204,0.8053,0.9204,0.9646,0.9912,0.7898,0.469,0.8053,0.9204,0.9646,107,6,2.1
7ndf_C,OFr4,113,1.301,0.9611,0.9469,0.9712,0.9292,0.9646,0.9912,1.0,0.9115,0.7611,0.9292,0.9646,0.9912,110,6,2.1
7ndf_C,AF2r10em,113,1.401,0.9509,0.938,0.9535,0.8673,0.9646,0.9823,1.0,0.8407,0.5487,0.8673,0.9646,0.9823,110,6,2.1
7ndf_C,ESM,113,0.517,0.984,0.9804,0.9867,0.9469,1.0,1.0,1.0,0.9403,0.8142,0.9469,1.0,1.0,113,6,2.1
7ndf_C,AF2m,113,1.243,0.9613,0.9496,0.9668,0.9027,0.9735,0.9912,1.0,0.896,0.7168,0.9027,0.9735,0.9912,110,6,2.1
7ndf_C,YS,113,2.083,0.8934,0.8715,0.8628,0.5929,0.8938,0.9735,0.9912,0.6704,0.2212,0.5929,0.8938,0.9735,110,6,2.1
7ndf_C,NNem,113,1.668,0.8761,0.8335,0.8363,0.5221,0.823,1.0,1.0,0.6261,0.1593,0.5221,0.823,1.0,113,6,2.1
7ndf_C,AF2,113,1.238,0.9651,0.9545,0.9735,0.9292,0.9735,0.9912,1.0,0.9093,0.7434,0.9292,0.9735,0.9912,110,6,2.1
7ndf_C,AF2em,113,1.475,0.9424,0.9279,0.9447,0.8319,0.9646,0.9823,1.0,0.8142,0.4779,0.8319,0.9646,0.9823,110,6,2.1
7ndf_C,AF2mem,113,1.513,0.9376,0.9226,0.927,0.7699,0.9558,0.9823,1.0,0.8031,0.5044,0.7699,0.9558,0.9823,110,6,2.1
7ndf_C,IF,113,1.814,0.9322,0.9057,0.9381,0.8761,0.9292,0.9558,0.9912,0.8451,0.6195,0.8761,0.9292,0.9558,108,6,2.1
7ndf_C,AF2r10,113,1.234,0.9639,0.9528,0.9712,0.9204,0.9735,0.9912,1.0,0.9071,0.7434,0.9204,0.9735,0.9912,110,6,2.1
7ndf_C,NN,113,1.6,0.9195,0.8878,0.9204,0.8142,0.885,0.9823,1.0,0.8208,0.6018,0.8142,0.885,0.9823,111,6,2.1
7te8_A,OF,119,1.396,0.9203,0.8964,0.8929,0.6807,0.8992,0.9916,1.0,0.7458,0.4118,0.6807,0.8992,0.9916,118,9,1.998
7te8_A,YS,119,1.82,0.8784,0.8367,0.8214,0.4622,0.8487,0.9748,1.0,0.6155,0.1765,0.4622,0.8487,0.9748,116,9,1.998
7te8_A,IF,119,1.587,0.9057,0.8674,0.8845,0.6639,0.8908,0.9832,1.0,0.7206,0.3445,0.6639,0.8908,0.9832,118,9,1.998
7te8_A,OFem,119,1.627,0.8918,0.8584,0.8529,0.5798,0.8403,0.9916,1.0,0.6723,0.2773,0.5798,0.8403,0.9916,118,9,1.998
7te8_A,OFr4,119,1.454,0.9167,0.8896,0.8887,0.6639,0.8992,0.9916,1.0,0.7395,0.4034,0.6639,0.8992,0.9916,118,9,1.998
7te8_A,NN,119,2.111,0.8908,0.8482,0.8761,0.6807,0.8655,0.958,1.0,0.7185,0.3697,0.6807,0.8655,0.958,114,9,1.998
7te8_A,AF2,119,1.793,0.8883,0.8409,0.8634,0.6387,0.8403,0.9748,1.0,0.7143,0.4034,0.6387,0.8403,0.9748,116,9,1.998
7te8_A,ESM,119,1.968,0.8874,0.8517,0.855,0.6218,0.8487,0.9496,1.0,0.7017,0.3866,0.6218,0.8487,0.9496,113,9,1.998
7te8_A,AF2r10em,119,1.899,0.8777,0.8239,0.8424,0.5714,0.8403,0.958,1.0,0.6681,0.3025,0.5714,0.8403,0.958,116,9,1.998
7te8_A,AF2r10,119,1.793,0.888,0.8402,0.8613,0.6387,0.8403,0.9664,1.0,0.7122,0.4034,0.6387,0.8403,0.9664,116,9,1.998
7te8_A,IFem,119,1.664,0.8985,0.8562,0.8697,0.6218,0.8739,0.9832,1.0,0.6954,0.3025,0.6218,0.8739,0.9832,117,9,1.998
7te8_A,AF2em,119,1.88,0.8796,0.8203,0.8487,0.5882,0.8403,0.9664,1.0,0.6723,0.2941,0.5882,0.8403,0.9664,117,9,1.998
7te8_A,NNem,119,2.3,0.8564,0.7998,0.8298,0.5546,0.8235,0.9412,1.0,0.6261,0.1849,0.5546,0.8235,0.9412,113,9,1.998
7te8_A,OFr4em,119,1.555,0.903,0.8688,0.8718,0.6134,0.8908,0.9832,1.0,0.708,0.3445,0.6134,0.8908,0.9832,118,9,1.998
7te8_A,OFr20,119,1.367,0.9222,0.9017,0.895,0.6891,0.8992,0.9916,1.0,0.75,0.4202,0.6891,0.8992,0.9916,118,9,1.998
7te8_A,OFr20em,119,1.536,0.9002,0.8702,0.855,0.5714,0.8571,0.9916,1.0,0.6744,0.2773,0.5714,0.8571,0.9916,118,9,1.998
7r74_B,YS,118,2.402,0.8427,0.7801,0.8157,0.5763,0.8051,0.8814,1.0,0.6229,0.2288,0.5763,0.8051,0.8814,105,10,2.76
7r74_B,AF2mem,118,1.396,0.926,0.8991,0.9089,0.7458,0.9068,0.9831,1.0,0.7881,0.5169,0.7458,0.9068,0.9831,117,10,2.76
7r74_B,AF2,118,1.032,0.9546,0.935,0.9449,0.839,0.9407,1.0,1.0,0.8644,0.678,0.839,0.9407,1.0,117,10,2.76
7r74_B,OFr4em,118,1.512,0.9183,0.8866,0.8983,0.7288,0.8898,0.9746,1.0,0.7521,0.4153,0.7288,0.8898,0.9746,116,10,2.76
7r74_B,NNem,118,1.616,0.892,0.8494,0.8453,0.5424,0.8644,0.9746,1.0,0.6504,0.2203,0.5424,0.8644,0.9746,118,10,2.76
7r74_B,IFem,118,1.059,0.9451,0.9286,0.9301,0.7712,0.9492,1.0,1.0,0.7797,0.3983,0.7712,0.9492,1.0,118,10,2.76
7r74_B,OFr4,118,1.387,0.9355,0.9131,0.9237,0.8051,0.9153,0.9746,1.0,0.8305,0.6271,0.8051,0.9153,0.9746,116,10,2.76
7r74_B,ESM,118,1.048,0.956,0.9373,0.947,0.8475,0.9492,0.9915,1.0,0.875,0.7119,0.8475,0.9492,0.9915,118,10,2.76
7r74_B,AF2r10,118,1.035,0.9544,0.9347,0.9449,0.839,0.9407,1.0,1.0,0.8644,0.678,0.839,0.9407,1.0,117,10,2.76
7r74_B,OFem,118,1.477,0.9224,0.8897,0.9131,0.7797,0.8983,0.9746,1.0,0.7691,0.4237,0.7797,0.8983,0.9746,116,10,2.76
7r74_B,OFr20,118,1.384,0.9354,0.9129,0.9216,0.8051,0.9068,0.9746,1.0,0.8284,0.6271,0.8051,0.9068,0.9746,116,10,2.76
7r74_B,OF,118,1.381,0.9359,0.9135,0.9216,0.8051,0.9068,0.9746,1.0,0.8284,0.6271,0.8051,0.9068,0.9746,116,10,2.76
7r74_B,AF2m,118,1.288,0.941,0.9181,0.9237,0.7797,0.9237,0.9915,1.0,0.8411,0.6695,0.7797,0.9237,0.9915,117,10,2.76
7r74_B,IF,118,0.922,0.9588,0.9446,0.9555,0.8644,0.9576,1.0,1.0,0.8496,0.5763,0.8644,0.9576,1.0,118,10,2.76
7r74_B,OFr20em,118,1.544,0.9141,0.88,0.8877,0.6949,0.8898,0.9661,1.0,0.7415,0.4153,0.6949,0.8898,0.9661,116,10,2.76
7r74_B,AF2em,118,1.232,0.936,0.9115,0.9216,0.7712,0.9237,0.9915,1.0,0.7839,0.4492,0.7712,0.9237,0.9915,117,10,2.76
7r74_B,AF2r10em,118,1.218,0.9372,0.9139,0.9237,0.7797,0.9237,0.9915,1.0,0.7924,0.4746,0.7797,0.9237,0.9915,117,10,2.76
7r74_B,NN,118,1.067,0.9513,0.9321,0.9492,0.8475,0.9492,1.0,1.0,0.8453,0.5847,0.8475,0.9492,1.0,118,10,2.76
7m1h_E,IFem,121,2.011,0.8943,0.8616,0.8574,0.5702,0.9008,0.9587,1.0,0.6756,0.2727,0.5702,0.9008,0.9587,116,13,2.78
7m1h_E,OFr4,121,1.421,0.9392,0.9154,0.9339,0.8182,0.9421,0.9752,1.0,0.8079,0.4959,0.8182,0.9421,0.9752,118,13,2.78
7m1h_E,IF,121,1.772,0.9287,0.9074,0.9277,0.7769,0.9504,0.9835,1.0,0.7893,0.4463,0.7769,0.9504,0.9835,116,13,2.78
7m1h_E,AF2mem,121,1.147,0.9436,0.9209,0.938,0.8017,0.9504,1.0,1.0,0.781,0.3719,0.8017,0.9504,1.0,120,13,2.78
7m1h_E,AF2em,121,1.426,0.9237,0.8965,0.8988,0.6777,0.9256,0.9917,1.0,0.7273,0.314,0.6777,0.9256,0.9917,119,13,2.78
7m1h_E,OF,121,1.421,0.9392,0.9154,0.9339,0.8182,0.9421,0.9752,1.0,0.8079,0.4959,0.8182,0.9421,0.9752,118,13,2.78
7m1h_E,NN,121,1.971,0.9143,0.8882,0.905,0.7273,0.9174,0.9752,1.0,0.7541,0.3967,0.7273,0.9174,0.9752,116,13,2.78
7m1h_E,NNem,121,2.297,0.8645,0.8219,0.8223,0.5289,0.8182,0.9421,1.0,0.6178,0.1818,0.5289,0.8182,0.9421,114,13,2.78
7m1h_E,OFem,121,1.861,0.909,0.8795,0.8864,0.6446,0.9174,0.9835,1.0,0.6983,0.2479,0.6446,0.9174,0.9835,116,13,2.78
7m1h_E,AF2m,121,0.7,0.9733,0.965,0.9773,0.9091,1.0,1.0,1.0,0.8781,0.6033,0.9091,1.0,1.0,121,13,2.78
7m1h_E,OFr20em,121,1.897,0.9066,0.8743,0.8822,0.6364,0.9091,0.9835,1.0,0.6942,0.2479,0.6364,0.9091,0.9835,116,13,2.78
7m1h_E,YS,121,1.723,0.8924,0.85,0.874,0.6364,0.876,0.9835,1.0,0.6942,0.281,0.6364,0.876,0.9835,118,13,2.78
7m1h_E,AF2,121,1.028,0.953,0.9349,0.9504,0.8347,0.9669,1.0,1.0,0.8285,0.5124,0.8347,0.9669,1.0,121,13,2.78
7m1h_E,OFr4em,121,1.885,0.91,0.8822,0.8905,0.6694,0.9091,0.9835,1.0,0.7169,0.3058,0.6694,0.9091,0.9835,116,13,2.78
7m1h_E,AF2r10,121,1.037,0.9522,0.9333,0.9525,0.843,0.9669,1.0,1.0,0.8223,0.4793,0.843,0.9669,1.0,121,13,2.78
7m1h_E,AF2r10em,121,1.46,0.9235,0.8966,0.9091,0.719,0.9256,0.9917,1.0,0.7314,0.2893,0.719,0.9256,0.9917,118,13,2.78
7m1h_E,OFr20,121,1.421,0.9392,0.9154,0.9339,0.8182,0.9421,0.9752,1.0,0.8079,0.4959,0.8182,0.9421,0.9752,118,13,2.78
7m1h_E,ESM,121,1.325,0.9373,0.9102,0.9463,0.8512,0.9421,0.9917,1.0,0.8079,0.4463,0.8512,0.9421,0.9917,120,13,2.78
7fau_B,NN,126,2.129,0.8861,0.8309,0.879,0.7302,0.8413,0.9444,1.0,0.7698,0.5635,0.7302,0.8413,0.9444,118,19,2.08
7fau_B,IF,126,1.572,0.9276,0.8984,0.9167,0.7698,0.9206,0.9762,1.0,0.7996,0.5317,0.7698,0.9206,0.9762,122,19,2.08
7fau_B,OFr4em,126,1.743,0.9211,0.8943,0.9067,0.7619,0.881,0.9841,1.0,0.7698,0.4524,0.7619,0.881,0.9841,124,19,2.08
7fau_B,OFem,126,1.713,0.9239,0.8937,0.9147,0.7857,0.8889,0.9841,1.0,0.7897,0.5,0.7857,0.8889,0.9841,124,19,2.08
7fau_B,AF2r10em,126,1.679,0.9356,0.9111,0.9286,0.7937,0.9365,0.9841,1.0,0.8056,0.5079,0.7937,0.9365,0.9841,122,19,2.08
7fau_B,AF2mem,126,1.36,0.9344,0.9074,0.9246,0.7698,0.9365,0.9921,1.0,0.7738,0.3968,0.7698,0.9365,0.9921,123,19,2.08
7fau_B,ESM,126,1.503,0.9486,0.9268,0.9464,0.8571,0.9444,0.9841,1.0,0.8829,0.746,0.8571,0.9444,0.9841,124,19,2.08
7fau_B,OFr20em,126,1.726,0.9307,0.9037,0.9286,0.8254,0.9048,0.9841,1.0,0.8155,0.5476,0.8254,0.9048,0.9841,123,19,2.08
7fau_B,AF2,126,1.432,0.9568,0.9373,0.9563,0.8889,0.9524,0.9841,1.0,0.8909,0.7381,0.8889,0.9524,0.9841,124,19,2.08
7fau_B,OF,126,1.598,0.9418,0.918,0.9405,0.8492,0.9286,0.9841,1.0,0.875,0.7381,0.8492,0.9286,0.9841,124,19,2.08
7fau_B,AF2em,126,1.51,0.9482,0.9261,0.9504,0.8651,0.9524,0.9841,1.0,0.8452,0.5794,0.8651,0.9524,0.9841,122,19,2.08
7fau_B,OFr4,126,1.55,0.9435,0.9193,0.9365,0.8175,0.9444,0.9841,1.0,0.8532,0.6667,0.8175,0.9444,0.9841,124,19,2.08
7fau_B,NNem,126,2.406,0.8454,0.7808,0.8036,0.5317,0.746,0.9365,1.0,0.5972,0.1746,0.5317,0.746,0.9365,118,19,2.08
7fau_B,AF2m,126,1.192,0.9547,0.9342,0.9544,0.8571,0.9603,1.0,1.0,0.873,0.6746,0.8571,0.9603,1.0,123,19,2.08
7fau_B,AF2r10,126,1.417,0.9537,0.9327,0.9563,0.8889,0.9524,0.9841,1.0,0.8929,0.746,0.8889,0.9524,0.9841,124,19,2.08
7fau_B,OFr20,126,1.631,0.9398,0.916,0.9365,0.8413,0.9206,0.9841,1.0,0.871,0.7381,0.8413,0.9206,0.9841,124,19,2.08
7fau_B,IFem,126,1.724,0.908,0.8715,0.881,0.6825,0.8651,0.9762,1.0,0.7302,0.3968,0.6825,0.8651,0.9762,123,19,2.08
7fau_B,YS,126,1.642,0.8995,0.8585,0.8552,0.5397,0.8889,0.9921,1.0,0.6607,0.2222,0.5397,0.8889,0.9921,123,19,2.08
7djx_A,IFem,125,2.283,0.8803,0.842,0.84,0.568,0.856,0.936,1.0,0.66,0.28,0.568,0.856,0.936,117,16,1.98
7djx_A,AF2,125,2.238,0.9137,0.8872,0.916,0.832,0.896,0.936,1.0,0.826,0.64,0.832,0.896,0.936,118,16,1.98
7djx_A,OFr4em,125,2.336,0.8941,0.8543,0.88,0.736,0.864,0.92,1.0,0.75,0.48,0.736,0.864,0.92,115,16,1.98
7djx_A,NN,125,2.565,0.8935,0.8592,0.888,0.768,0.864,0.928,0.992,0.768,0.512,0.768,0.864,0.928,116,16,1.98
7djx_A,AF2em,125,2.706,0.8717,0.8293,0.86,0.672,0.848,0.928,0.992,0.694,0.328,0.672,0.848,0.928,115,16,1.98
7djx_A,IF,125,1.776,0.9177,0.8852,0.914,0.776,0.912,0.968,1.0,0.78,0.464,0.776,0.912,0.968,118,16,1.98
7djx_A,NNem,125,2.706,0.8753,0.8422,0.846,0.616,0.848,0.928,0.992,0.658,0.24,0.616,0.848,0.928,116,16,1.98
7djx_A,AF2r10,125,2.21,0.9129,0.883,0.912,0.824,0.888,0.936,1.0,0.824,0.648,0.824,0.888,0.936,117,16,1.98
7djx_A,YS,125,2.327,0.8581,0.7858,0.83,0.608,0.808,0.904,1.0,0.644,0.256,0.608,0.808,0.904,113,16,1.98
7djx_A,OF,125,2.119,0.9211,0.8891,0.924,0.856,0.896,0.944,1.0,0.838,0.656,0.856,0.896,0.944,118,16,1.98
7djx_A,OFr20em,125,2.352,0.8957,0.8586,0.89,0.752,0.872,0.936,1.0,0.748,0.432,0.752,0.872,0.936,116,16,1.98
7djx_A,AF2r10em,125,2.524,0.8847,0.8439,0.882,0.736,0.88,0.912,1.0,0.726,0.376,0.736,0.88,0.912,115,16,1.98
7djx_A,OFr4,125,1.999,0.9234,0.8912,0.922,0.848,0.896,0.944,1.0,0.832,0.64,0.848,0.896,0.944,118,16,1.98
7djx_A,OFr20,125,2.119,0.9211,0.8891,0.924,0.856,0.896,0.944,1.0,0.838,0.656,0.856,0.896,0.944,118,16,1.98
7djx_A,OFem,125,2.296,0.8937,0.8546,0.884,0.744,0.856,0.936,1.0,0.75,0.464,0.744,0.856,0.936,117,16,1.98
7djx_A,ESM,125,1.685,0.9293,0.8998,0.926,0.84,0.912,0.952,1.0,0.834,0.632,0.84,0.912,0.952,118,16,1.98
7zfb_M,AF2r10em,123,1.303,0.9302,0.9032,0.9085,0.7236,0.9187,0.9919,1.0,0.7419,0.3333,0.7236,0.9187,0.9919,122,15,3.08
7zfb_M,OFr20em,123,1.26,0.9338,0.9071,0.9207,0.748,0.9431,0.9919,1.0,0.75,0.3171,0.748,0.9431,0.9919,121,15,3.08
7zfb_M,AF2m,123,2.727,0.9025,0.8785,0.8963,0.7724,0.8943,0.935,0.9837,0.7703,0.4797,0.7724,0.8943,0.935,114,15,3.08
7zfb_M,OFr4,123,1.166,0.9496,0.9289,0.9533,0.8699,0.9512,0.9919,1.0,0.8435,0.561,0.8699,0.9512,0.9919,122,15,3.08
7zfb_M,NN,123,1.435,0.9256,0.8982,0.9045,0.7236,0.9106,0.9837,1.0,0.7602,0.4228,0.7236,0.9106,0.9837,121,15,3.08
7zfb_M,YS,123,2.723,0.8524,0.792,0.8313,0.5935,0.8293,0.9024,1.0,0.6321,0.2033,0.5935,0.8293,0.9024,112,15,3.08
7zfb_M,AF2mem,123,3.05,0.8698,0.836,0.8455,0.6179,0.8618,0.9268,0.9756,0.687,0.3415,0.6179,0.8618,0.9268,114,15,3.08
7zfb_M,AF2,123,1.745,0.9181,0.8776,0.9146,0.7886,0.9024,0.9675,1.0,0.7947,0.5203,0.7886,0.9024,0.9675,118,15,3.08
7zfb_M,AF2em,123,1.825,0.9033,0.8588,0.8801,0.6504,0.9106,0.9593,1.0,0.7053,0.3008,0.6504,0.9106,0.9593,117,15,3.08
7zfb_M,OFem,123,1.254,0.9342,0.9112,0.9126,0.7073,0.9512,0.9919,1.0,0.752,0.3577,0.7073,0.9512,0.9919,122,15,3.08
7zfb_M,IFem,123,1.663,0.9041,0.8614,0.8902,0.6992,0.878,0.9837,1.0,0.7215,0.3252,0.6992,0.878,0.9837,117,15,3.08
7zfb_M,IF,123,1.602,0.9196,0.8823,0.9085,0.7642,0.8943,0.9756,1.0,0.7805,0.4878,0.7642,0.8943,0.9756,118,15,3.08
7zfb_M,OFr20,123,1.117,0.9531,0.9353,0.9512,0.8537,0.9593,0.9919,1.0,0.8455,0.5772,0.8537,0.9593,0.9919,122,15,3.08
7zfb_M,OFr4em,123,1.373,0.9248,0.8892,0.9024,0.6992,0.9187,0.9919,1.0,0.7398,0.3496,0.6992,0.9187,0.9919,122,15,3.08
7zfb_M,NNem,123,1.494,0.9169,0.88,0.8984,0.6992,0.9106,0.9837,1.0,0.7114,0.252,0.6992,0.9106,0.9837,121,15,3.08
7zfb_M,AF2r10,123,1.193,0.9436,0.9208,0.9329,0.7967,0.9431,0.9919,1.0,0.8089,0.5041,0.7967,0.9431,0.9919,122,15,3.08
7zfb_M,OF,123,0.992,0.9624,0.9474,0.9675,0.8943,0.9837,0.9919,1.0,0.8598,0.5691,0.8943,0.9837,0.9919,122,15,3.08
7zfb_M,ESM,123,1.656,0.9245,0.8899,0.9207,0.7967,0.9106,0.9756,1.0,0.7927,0.4878,0.7967,0.9106,0.9756,119,15,3.08
7r4r_D,IF,119,1.604,0.9334,0.9072,0.9349,0.8487,0.9328,0.958,1.0,0.8193,0.5378,0.8487,0.9328,0.958,113,11,3.9
7r4r_D,IFem,119,2.039,0.8834,0.8481,0.8487,0.5714,0.8739,0.9496,1.0,0.6534,0.2185,0.5714,0.8739,0.9496,113,11,3.9
7r4r_D,OFr20em,119,1.443,0.9211,0.8891,0.8992,0.6975,0.9076,0.9916,1.0,0.7479,0.395,0.6975,0.9076,0.9916,117,11,3.9
7r4r_D,AF2r10em,119,1.624,0.9135,0.8794,0.8992,0.7227,0.9076,0.9664,1.0,0.7563,0.4286,0.7227,0.9076,0.9664,114,11,3.9
7r4r_D,OFem,119,1.522,0.9113,0.8785,0.8866,0.6639,0.8992,0.9832,1.0,0.7353,0.395,0.6639,0.8992,0.9832,117,11,3.9
7r4r_D,OFr20,119,1.258,0.9406,0.9209,0.9307,0.8319,0.9076,0.9832,1.0,0.8277,0.5882,0.8319,0.9076,0.9832,117,11,3.9
7r4r_D,YS,119,2.077,0.8907,0.8489,0.8761,0.7143,0.8571,0.9328,1.0,0.7332,0.4286,0.7143,0.8571,0.9328,111,11,3.9
7r4r_D,NNem,119,2.385,0.8748,0.8366,0.834,0.5378,0.8571,0.9496,0.9916,0.645,0.2353,0.5378,0.8571,0.9496,113,11,3.9
7r4r_D,NN,119,2.287,0.9158,0.8935,0.9139,0.8151,0.8992,0.9496,0.9916,0.8235,0.6303,0.8151,0.8992,0.9496,112,11,3.9
7r4r_D,OF,119,1.231,0.9419,0.922,0.9328,0.8319,0.9076,0.9916,1.0,0.834,0.605,0.8319,0.9076,0.9916,118,11,3.9
7r4r_D,OFr4,119,1.314,0.9398,0.9096,0.9328,0.8403,0.9076,0.9832,1.0,0.8403,0.6303,0.8403,0.9076,0.9832,117,11,3.9
7r4r_D,AF2,119,1.285,0.941,0.9188,0.9349,0.8403,0.916,0.9832,1.0,0.855,0.6807,0.8403,0.916,0.9832,117,11,3.9
7r4r_D,ESM,119,1.494,0.9299,0.9018,0.9244,0.8151,0.916,0.9664,1.0,0.8361,0.6471,0.8151,0.916,0.9664,116,11,3.9
7r4r_D,AF2em,119,1.504,0.9168,0.8828,0.8971,0.7059,0.8992,0.9832,1.0,0.75,0.4118,0.7059,0.8992,0.9832,117,11,3.9
7r4r_D,AF2r10,119,1.302,0.9424,0.9179,0.9454,0.8739,0.9244,0.9832,1.0,0.8613,0.6639,0.8739,0.9244,0.9832,116,11,3.9
7r4r_D,OFr4em,119,1.531,0.9149,0.8837,0.8887,0.6975,0.8908,0.9664,1.0,0.7353,0.3866,0.6975,0.8908,0.9664,115,11,3.9
7z1a_E,IF,127,1.235,0.9486,0.9249,0.9429,0.8504,0.9291,0.9921,1.0,0.8543,0.6457,0.8504,0.9291,0.9921,125,18,2.59
7z1a_E,AF2em,127,1.81,0.9028,0.8543,0.8878,0.7559,0.8425,0.9528,1.0,0.75,0.4488,0.7559,0.8425,0.9528,122,18,2.59
7z1a_E,OFem,127,1.627,0.914,0.8679,0.8819,0.6929,0.8819,0.9528,1.0,0.7323,0.4016,0.6929,0.8819,0.9528,124,18,2.59
7z1a_E,OFr20em,127,1.66,0.9141,0.876,0.8917,0.7165,0.8898,0.9606,1.0,0.7362,0.378,0.7165,0.8898,0.9606,122,18,2.59
7z1a_E,IFem,127,1.341,0.9294,0.8966,0.9075,0.7323,0.9055,0.9921,1.0,0.75,0.3701,0.7323,0.9055,0.9921,126,18,2.59
